ad_id,source_url,scraped_at,title,price_nok,tilstand,merke,kjonn,sykkeltype,brand,model,year,framesize,wheel_size,groupset,carbon_frame,carbon_wheels,electronic_shifting,description,location
"453265918","https://www.finn.no/recommerce/forsale/item/453265918","2026-03-02T15:25:02.033Z","Cannondale Synapse Di2 + Interaktiv rulle Elite Direto","22000","Pent brukt - I god stand","Cannondale","Unisex","Landevei","Cannondale","Synapse","2017","54","700c","Shimano Ultegra Di2","true","false","true","Pent brukt og godt ivaretatt comfortracer av type Cannondale Synapse. 2017 modell kjøpt ny 2017/2018. Carbonramme, størrelse 54, passer ryttere 170-180 cm. Problemfri giring med elektronisk girsystem Di2. Lader følger selvfølgelig med. Skiftet batteri på girsystem tidlig 2025. Gjennomgående Ultegra komponentgruppe. Hydrauliske bremser. Oppgradert med Fizik Antares R1 sadel og Mavic Ksyrium Elite hjulsett. Orginalt hjulsett Mavic Aksium følger med, også god kassett på disse. Clincher dekk Continantal grandprix 4000/5000 med 28mm bredde. Oppgradert fremdrev med utveksling 52-36. 11-delt kassett bak med 11-32, dekker det meste av utfordringer med høy fart og bratte bakker. Selges pga overgang til ny sykkel. Var inne til service sommeren 2024 på Sykkelbutikken i Bergen. Overhalt gir- og bremsesystem, byttet kranklager og bakhjul, skiftet styretape. Etter dette kun brukt på 2 langturer og vinteren 24/25 på rulle. Ingen skader og kun små bruksmerker. Selges som en står med 2 Aerlite carbon flaskeholdere, Look Keo2max pedaler og sadeltaske med div utstyr. Selges fortrinnsvis samlet med Elite Direto Interactiv rulle, med kassett og oppbevaringsbag for 22000.- Ta kontakt for eventuelt mer informasjon. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","5239 Rådal"
"453356733","https://www.finn.no/recommerce/forsale/item/453356733","2026-03-02T15:25:03.106Z","Strøken vintage Eddy Merckx","7900","Pent brukt - I god stand","","","Landevei","Eddy Merckx","Mexico","1982","60","700c","Campagnolo","false","false","false","Nyoppusset perle fra 1982 i størrelse CT 60. Eddy Merckx Mexico med Columbus rør. Alt er Campagnolo! Denne må sees! Selges nå til en veldig bra pris! Dette er en ekte klassiker som blir stadig mer ettertraktet blant sykkelentusiaster. Denne må sees og oppleves! Perfekt for deg som ønsker en autentisk racersykkel. Følger med flott veggoppheng hvis du vil henge den på veggen! Denne er flott på veggen i en klesbutikk, barbersalong eller restaurant! Kan følge med kult oppheng i eik. Her er alle deler tatt fra hverandre for full overhaling med rens, puss, polering og smøring. Sykkelen består av mesteparten Campagnolo deler med unntak av bakbrems, styrelager, kranklager og hjulsett. Det er satt på nytt kjede, nytt Selle Italia Turbo sete, ny styretape og nye hoods til bremsehendler. Hjul nye pariser dekk (lime dekk)! Mot et tillegg i pris kan det følge med ett hjulsett til med nye clincher dekk (med slange). Kan også følge med ny hvit lær-reim (styretape) som er enda flottere enn den som er montert. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3936 Porsgrunn"
"453353964","https://www.finn.no/recommerce/forsale/item/453353964","2026-03-02T15:25:04.214Z","Cannondale Supersix Evo karbon","12500","Som ny - Ikke synlig brukt","Cannondale","Herre","Landevei","Cannondale","Supersix Evo","","52cm","","SRAM Red","true","false","false","Cannondale Supersix EVO karbon sykkel Mavic Ksyrium hjul Sram Red grupsett 6,8 kg 52cm rammestørrelse","1166 Oslo"
"452315470","https://www.finn.no/recommerce/forsale/item/452315470","2026-03-02T15:25:05.355Z","(Strøken) Felt Fr 2021 di2 el-gir, carbon-hjul","26000","Pent brukt - I god stand","","Herre","Landevei","Felt","FR","2021","58","700c","Shimano Ultegra Di2","true","true","true","Strøken Felt FR 2021 Ultegra Di2 Fullcarbon landeveisykkel med elektronisk gir Selger en svært velholdt og påkostet Felt FR 2021 med Shimano Ultegra Di2 elektronisk girsystem. Dette er en lett, rask og responsiv fullcarbon landeveisykkel som kombinerer topp ytelse med høy komfort. Ramme størrelse: 58 (tilsvarer ofte 56 i andre merker). Passer rytter fra ca. 175–195 cm, avhengig av kroppslengde og preferanser. Nypris er 60 000 kr Sykkelen fremstår som meget pen og er klar for ny sesong. Oppgradert til OQUO carbonhjul foran Shimano Ultegra Di2 elektronisk gir – presise og raske girskift Alt av slitedeler er i svært god stand. Kjede er helt nytt, og kassetten som står på er nesten ubrukt. Det følger også med en ekstra helt ny 34T sive for fremgir. Har også et komplett Raynolds carbonfelgsett som er som Nytt og passer til denne sykkelen: nypris på felgsettet er 20 000kr og kan følge med ekstra for bare 6900. Pedaller kan følge med. - Sykkelen kan sendes Komponenter: Ramme: Felt FR 3.0, UHC Ultimate + TeXtreme carbon Shimano ultegra di2 el-gir OQUO orbea frem felg i karbon Gaffel: Felt FR 3.0, UHC Advanced + TeXtreme carbon fiber Brems foran: Shimano Ultegra BR-R8170, 2-piston, Hydraulic disc brake Brems bak: Shimano Ultegra BR-R8170, 2-piston, Hydraulic disc brake Bremseskive foran: Shimano RT-MT800, 160 mm, Center lock Bremseskive bak: Shimano RT-MT800, 140 mm, Center lock Bakgir: Shimano Ultegra Di2, RD-R8050 Shadow, 24-S Framgir: Shimano Ultegra Di2, FD-R8050, Brazed-On Kranksett: Shimano Ultegra, FC-R8100, 52/36 T Hendler: Shimano Ultrega Di2, ST-R8170 Kranklager: Feimin, Stem: Devox StemR.A1, -7 ° Styrelager: IS (IS-2), IS (NO.44), IS (NO.42) Styre: Devox DBar.C1 31,8 mm, 380 mm, Devox DBar.C1 31,8 mm, 400 mm Devox DBar.C1 31,8 mm, 420 mm, Devox DBar.C1 31,8 mm, 440 mm Styretape: Felt VelvetGel tape with 3M reflective base and Felt Bubble-Tech F-Wing bar end plugs Sete: Prologo Dimension 143 T4.0 Setepinne: Devox Post.C2, 294 mm, Devox Post.C2, 344 mm Søkeord: Landevei, orbea, trek madone, specialized, canyon, Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","5535 Haugesund"
"453348241","https://www.finn.no/recommerce/forsale/item/453348241","2026-03-02T15:25:06.436Z","Focus Cayo Alu 105","9000","Godt brukt - Synlig brukt","","Unisex","Landevei","Focus","Cayo Alu 105","2017","60cm","700c","Shimano 105","false","false","false","Shimano 105 gruppesett 25mm hjul Alu ramme og karbon gaffel 60cm /XL ramme Vekt: 9,5kg Trolig en 2017 modell Kjøpte den brukt i fjor og brukt den et par ganger ute samt noe på rulle. En eier før dette, som stort sett har latt den stå å støve i bod. Grunnet flere år med lite bruk må gir og bremser gås over.","3425 Reistad"
"453345858","https://www.finn.no/recommerce/forsale/item/453345858","2026-03-02T15:25:07.559Z","Giant TCR Racersykkel","5500","Pent brukt - I god stand","Giant","Dame","Landevei","Giant","TCR","","M","","Shimano 105","true","false","false","God stand, Carbonramme, str M. - Gear fremme og bak: Shimano 105 Nytt sete(dame). Originalt Giant sete følger med Selger også smartrulle utenom (Elite Direto) til 4500kr (se egen annonse) Må hentes eller evt møtes i nærheten","4820 Froland"
"453336156","https://www.finn.no/recommerce/forsale/item/453336156","2026-03-02T15:25:08.560Z","Orbea Orca landeveissykkel 51 cm 28""/700c unisex","22000","Pent brukt - I god stand","Orbea","Unisex","Landevei","Orbea","Orca OMX M30iLTD","2025","51 cm","700c","Shimano 105 Di2","true","false","true","Orbea Orca OMX landeveissykkel med rammehøyde 51 cm. Kjøpt februar 2025. Sykkelen har hatt en liten sprekk eller litt dyp ripe i downtuben. Dette er fikset. ( se bilde med 4iii logo.) Selges uten hjulsett, sete og flaskeholder. Kassett, skiver, og nytt kranksett følger med. Orbea ORCA M30iLTD toppmodell 4iii, wattmåler. Ny på garanti høst 2025. 105 di2 gruppesett Karbon styre Karbon setepinne","4027 Stavanger"
"452661512","https://www.finn.no/recommerce/forsale/item/452661512","2026-03-02T15:25:09.802Z","Scott Addict RC20 | KARBON OPPGRADERINGER","38000","Pent brukt - I god stand","Scott","Herre","Landevei","Scott","Addict RC 20","","","700c","SRAM Force AXS","true","true","true","SCOTT Addict RC 20 er en lett, rask og rittklar aerodynamisk landeveissykkel med elektronisk giring. Fullt integrerte kabler og race-klare spesifikasjoner kombineres for å gi deg den beste maskinen til en massespurt, sprinte opp en fjelletappe eller vinne ditt lokale klubbritt. SRAM Force AXS - High end elektrisk-girgruppe som er kronprins i SRAM hierarkiet, dette er gruppen for deg som vil ha toppnivå-ytelse uten å betale for de siste, marginale grammene. Under mitt eie så har jeg gjort noen oppgraderinger: -Jeg har skiftet til karbonfelger fra Elitewheels. Disse har jeg satt på 32mm Continental dekk, med TPU tuber. Noe som er fantastisk å kjøre med. Sett mye tester før jeg valgte denne oppgraderingen som viser at dette slettes ikke taper noe ""tid"", dette gir sykkelen et mye fetere uttrykk og bedre grep på veien. -Jeg har også oppgradert cockpiten, til integrert karbonstyre med stem. Isteden for det originale todelte settet med aluminium. Karbonstyret er 38cm bredt for full aero. -Byttet setepinne til en kortere og lettere setepinne uten setback, dette gjør at geometrien blir litt mindre aggressiv. -Kommer til å sette på originalt sete, fra Syncros før eventuell levering. Om ikke det er et veldig sterkt ønske om å overta setet som står på sykkelen i dag. Jeg er 185 og sykkelen er utrolig komfortabel. Så det gjør meg litt vondt å skulle gå over på en mer aggressiv sykkel. NB selges uten pedaler og flaskeholdere. Det er wattpedaler fra Garmin, de heter Vector og er den utgaven med måler i ene pedalen. Kan diskuteres om disse eventuelt skal følge med til et pristillegg. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","6014 Ålesund"
"453325380","https://www.finn.no/recommerce/forsale/item/453325380","2026-03-02T15:25:10.834Z","Ønsker å kjøpe landeveissykkel, L eller XL","30000","","","","Landevei","","","","L","","","false","false","false","Ønsker å kjøpe landeveissykkel, med skivebrems, Er 193cm høy Hadde sett for meg mellom 20-30 000kr isj","5052 Bergen"
"453185631","https://www.finn.no/recommerce/forsale/item/453185631","2026-03-02T15:25:12.221Z","White RR Ultimate karbon 8kg/str58cm","8500","","","Unisex","Landevei","White","RR Ultimate","","58cm","","Shimano Ultegra/SRAM Force","true","false","false","Lett og kvikk landeveissykkel selges. Sykkelen er i bra stand. Har ikke vært på turen denne sesongen. Noe bruksmerker, men ikke skader i karbonet. Nye deler som kjede, kassett, wirer, sete og styretape Shimano ultegra/sram Force Størrelse XL, antar passer ca fra 185cm","5118 Ulset"
"453310478","https://www.finn.no/recommerce/forsale/item/453310478","2026-03-02T15:25:13.638Z","Wilier Garda – Carbon Landeveissykkel – Shimano 105 12-delt","20500","Godt brukt - Synlig brukt","","Herre","Landevei","Wilier","Garda Disc","","M","700c","Shimano 105 R7100","true","false","false","Selger en Wilier Garda Disc – en moderne og svært elegant carbon landeveissykkel fra italienske Wilier Triestina. Garda er utviklet for deg som ønsker en rask, komfortabel og stressfri sykkelopplevelse med moderne løsninger som skjult kabelføring og plass til brede dekk. Om modellen Garda er plassert over GTR Team og under Cento10 SL i Wilier sitt sortiment – og gir deg ekstremt mye sykkel for pengene. ✔ Carbon monocoque ramme ✔ Innvendig kabelføring (rent og moderne uttrykk) ✔ Komfortabel endurance-geometri ✔ Klarering for opptil 32 mm dekk ✔ Skivebremser Wilier beskriver den selv som en sykkel for en “stress-free ride” – perfekt for lange turer, trening og raske økter. Spesifikasjoner: Ramme: Garda Disc – Carbon Monocoque Gaffel: Carbon Monocoque Girgruppe: Shimano 105 R7100 – 12-delt (mekanisk) Krank: 50/34T Kassett: 11-34T Bremser: Shimano 105 hydrauliske skivebremser Hjulsett: Shimano RS171 Disc Dekk: Continental Grand prix 5000 700x28 (syklet på en gang) Sete: Prologo Kappa Den nye 12-delte Shimano 105 gir en perfekt kombinasjon av presisjon, driftssikkerhet og pris. Tilstand Sykkelen er i meget god stand og fungerer helt som den skal. Det er noen kosmetiske riper bak på rammen, men dette er kun estetisk og påvirker ikke funksjon eller ytelse. Ellers fremstår sykkelen pen og godt vedlikeholdt. Størrelse: M / 169 - 178 cm Kan hentes etter avtale. Ta kontakt ved spørsmål eller for visning 😊 Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","1367 Snarøya"
"415488301","https://www.finn.no/recommerce/forsale/item/415488301","2026-03-02T15:25:14.662Z","Speedwell Titanium","8000","Pent brukt - I god stand","Andre merker","","Landevei","Speedwell","Titanium","","53cm","","Campagnolo","false","false","false","70-talls titansykkel med fullt Campagnolo gruppesett. Håndbygde hjul med clincher felger og Campagnolo nav. Det er 53 cm fra senter av krank til toppen av seterør. Tilsvarer størrelse small. kan hentes i Oslo/Kongsberg. Som en kuriositet kan det nevnes at sykkel av samme type ble brukt i musikkvideoen til Kraftwerks Tour de France: https://www.cyclingweekly.com/news/kraftwerks-tour-de-france-bike-just-sold-for-usd57-600","0459 Oslo"
"453291962","https://www.finn.no/recommerce/forsale/item/453291962","2026-03-02T15:25:15.712Z","Trek landeveissykkel L 28""/700c unisex","7000","Godt brukt - Synlig brukt","Trek","Unisex","Landevei","Trek","","","L","700c","","false","false","false","Selger en pent brukt Trek landeveissykkel. Den har noen vanlige bruksmerker. Men ingenting i veien med sykkelen. Hadde den på service hos Trek i fjor hvor jeg fikk nye dekk og de ordnet giring. En strålende førstegangs sykkel. Følger ikke med pedaler. Størrelse L (56,6)","5251 Søreidgrend"
"453298052","https://www.finn.no/recommerce/forsale/item/453298052","2026-03-02T15:25:16.714Z","Par søker par!","40000","Pent brukt - I god stand","Giant","Unisex","Landevei","Giant","","","","","","false","false","false","To glade, lekre og spreke turvenner søker likesinnede. Vi matcher hverandre veldig godt uten å se ut som to like joggedresser. Noe vi håper også gjelder de vi søker. Vi er like gamle, velholdt og tilbringer hver natt sammen. Vi vil helst unngå å skilles og håper å treffe noen som vil ha oss begge samtidig. Vi er ikke kravstore, bare vi kan oppleve den gode pleie, vask og oljer vi er vant til. Vi er vant til at det lukter det samme av oss. Og vi liker ikke å være skitne om natten. Det hender at jeg får urolige episoder i såkalt rolige stunder, men jeg roer meg veldig når han da legger seg slik at han ser meg bakfra. Ingen allergier av betydning utover at jeg ikke liker regn og fare for våt asfalt. Han tåler regn og våt asfalt. Hvis vi en sjelden gang har vært syke har vi vært hos den samme flinke doktoren. Vi er vant til å bli filmet døgnet rundt, og liker det. Hvis vi finner noen som tar oss begge to samtidig, kan god pris oppnås. Ønsket damehøyde: 158 cm – 169 cm Ønsket herrehøyde: 176 cm – 187 cm Billett merk: Vi vil fortsatt bo sammen. Detaljer om hver av oss ser dere i våre eiers to andre annonser. Spøk/humor til side: Syklene selges selvfølgelig også hver for seg, men hadde vært flott hvis noen ville ha begge to, Kona og jeg har hatt stor glede av syklene og synes liksom ""de hører sammen"". Derfor denne litt humoristiske tilnærmingen. Selges de samlet skal vi få til en bra pris og det blir en fin historie :-) NB: Pris er p.r stk, hvis hver for seg. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3125 Tønsberg"
"452022860","https://www.finn.no/recommerce/forsale/item/452022860","2026-03-02T15:25:17.707Z","Specialized S-works tarmac. Med Enve Classic 25","22000","Pent brukt - I god stand","Specialized","Unisex","Landevei","Specialized","S-Works Tarmac","2015","54","700c","Shimano Ultegra Di2 6870","true","true","true","Vurderer å selge en helt strøken specialized S-works tarmac. Størrelse 54 passer ryttere mellom 165-178. 2015 mod,men ble kjøpt i 16 og tatt i bruk på sommeren. Har ikke vært brukt i det hele tatt de siste 4 år er ellers minimalt brukt. Stått tørt og varm hele tiden. Ikke vært i velt kun ubetydelige bruksmerker. Dekkene er så godt som nye med helt nye innerslange. Helt nytt krank drev,kassett,kjede og batteri (deler for ca 5000,-)Meget vellholdt og lett fullcarbon sykkel. Kun 6,86kg. Utstyrt med fult Shimano Ultegra Di2 6870 gruppesett og Specialized S-works krank. Hjulene som følger med er ENVE Classic 25 clincher med Chris King nav (nypris hjulsett ca 25000.-) 2 stk flaskeholdere og lader til di2 medfølger. fantastisk sykkel. Anbefales på det sterkeste. Kom gjerne med bud.","4560 Vanse"
"413906084","https://www.finn.no/recommerce/forsale/item/413906084","2026-03-02T15:25:18.846Z","Fin retro racer","5000","","Andre merker","Unisex","Landevei","Moser","","","58cm","","","false","false","false","Sykkelen var toppmodellen til Moser (italiensk) når den kom ut. Ramme størrelse er 58cm.","3517 Hønefoss"
